Title,Company,Salary,ContractType,Category,CloseDate,Location,OpenDate
Senior (Lead) PHP Developer at Creative Startup,Yearbook Machine,52500.0,Permanent,IT Jobs,2013-07-21 12:00:00,South East London,2013-04-22 12:00:00
Microsoft SSRS and SSAS Developer/Consultant,Northgate Information Solutions UK Limited,39999.96,Permanent,IT Jobs,2013-09-17 00:00:00,Milton Keynes,2013-06-19 00:00:00
voip engineer/cisco engineer/ cisco call manager/ rollout,TEKsystems,38400.0,Fixed Term Contract,IT Jobs,2013-02-01 00:00:00,North East England,2012-12-03 00:00:00
Senior Software Engineer/ Programmer/ Developer  Cheltenham,Experis Engineering,38000.04,Permanent,IT Jobs,2012-10-16 00:00:00,Cheltenham,2012-08-17 00:00:00
"Senior Web Developer / Senior Software Developer  PHP, SQL, JavaScript, HTML, CSS, OO and Agile",Nationwide People Ltd,39999.96,Permanent,IT Jobs,2012-05-19 12:00:00,Reading,2012-03-20 12:00:00
Hadoop Developer,Exposed Solutions,52500.0,Permanent,IT Jobs,2012-02-18 00:00:00,London,2012-01-19 00:00:00
SAP Enterprise Mobility Architect / Consultant – SUP / Syclo / Afaria,Informatiq Consulting,62499.96,Permanent,IT Jobs,2012-03-28 15:00:00,UK,2012-01-28 15:00:00
Mobile Enterprise Applications Architect – MEAP / MDM,Informatiq Consulting,52500.0,Permanent,IT Jobs,2013-08-07 15:00:00,South East London,2013-05-09 15:00:00
NET Developer  SQL Server environment Apply now,Informatiq Consulting,35000.04,Permanent,IT Jobs,2013-03-10 15:00:00,South West London,2012-12-10 15:00:00
PHP Programmer / Developer,Enjoy IT Ltd,30000.0,Permanent,IT Jobs,2013-06-24 15:00:00,UK,2013-04-25 15:00:00
Business Analyst  Cardiff,Intapeople,27500.04,Permanent,IT Jobs,2013-11-06 12:00:00,UK,2013-09-07 12:00:00
Recruitment Consultant  Contract  NHS / Public Sector,Timothy James Consulting Ltd,24999.96,Permanent,IT Jobs,2013-12-10 12:00:00,UK,2013-11-10 12:00:00
Recruitment Consultants  IT / Technical  London,Timothy James Consulting Ltd,28500.0,Permanent,IT Jobs,2012-10-27 12:00:00,South East London,2012-09-27 12:00:00
"Field Engineer (VMware, HyperV, AD, Exchange, HP)",Lorien Resourcing,39999.96,Permanent,IT Jobs,2013-01-09 15:00:00,Yorkshire and Humberside,2012-10-11 15:00:00
Netapp VMware UCS Consultant  Netapp Flexpod Cisco UCS,Stott & May,54999.96,Permanent,IT Jobs,2013-02-08 12:00:00,South East London,2012-12-10 12:00:00
IBM PreSales Solutions Architect  IBM Storage TSM Backup,Stott & May,57500.04,Permanent,IT Jobs,2013-09-10 12:00:00,UK,2013-06-12 12:00:00
Technical Consultant  System Center (SCOM or SCCM)Microsoft,Stott & May,54999.96,Permanent,IT Jobs,2013-05-13 15:00:00,UK,2013-03-14 15:00:00
"Senior Java Developer (Spring), Berkshire  Leading Systems Integrator",Staffworx Ltd,24999.96,Permanent,IT Jobs,2012-05-03 15:00:00,Newbury,2012-03-04 15:00:00
Java Software Engineer  Product Support – Berkshire  Newbury/Reading,Staffworx Ltd,37500.0,Permanent,IT Jobs,2014-02-20 15:00:00,Newbury,2013-12-22 15:00:00
"Hybris Consultants (xtrain from ATG, Magento, WCS) ****K or **** day",Staffworx Ltd,54999.96,Permanent,IT Jobs,2013-12-17 15:00:00,Reading,2013-11-17 15:00:00
"Websphere Commerce Tech Lead / Designer  london, leading SI",Staffworx Ltd,72500.04,Permanent,IT Jobs,2013-08-25 12:00:00,London,2013-06-26 12:00:00
Oracle ATG Technical Lead / Architect  based Aus or NZ  APAC Region,Staffworx Ltd,75000.0,Permanent,IT Jobs,2012-05-07 12:00:00,UK,2012-04-07 12:00:00
"Web App Developer ( iPhone, Android, ecommerce )",IT Executive Ltd,45000.0,Permanent,IT Jobs,2013-04-12 00:00:00,North Lambeth,2013-01-12 00:00:00
Frotn End Web Developer  HTML CSS net  London,Austin Fraser,54000.0,Fixed Term Contract,IT Jobs,2012-11-23 15:00:00,South East London,2012-10-24 15:00:00
SAP MM / WM  SAP Analyst  West Sussex,Mortimer Spinks,37500.0,Permanent,IT Jobs,2012-02-13 12:00:00,Chichester,2012-01-14 12:00:00
SQL Developer  SSRS / Crystal Reports / TSQL  Southampton,Senitor Associates,32499.96,Permanent,IT Jobs,2013-05-18 15:00:00,UK,2013-04-18 15:00:00
Graduate Test Analyst  York,Outsource UK Ltd,20000.04,Permanent,IT Jobs,2014-02-10 12:00:00,York,2013-12-12 12:00:00
Front End and PHP Developer  London  upto ****,Roc Search,50000.04,Permanent,IT Jobs,2013-03-24 12:00:00,South East London,2012-12-24 12:00:00
Web Developer / Web Support  London  ****,Roc Search,32499.96,Permanent,IT Jobs,2013-05-05 12:00:00,South East London,2013-02-04 12:00:00
Digital Solutions Analyst / **** / FMCG / London,ReThink Recruitment,39999.96,Permanent,IT Jobs,2012-02-28 00:00:00,London,2012-01-29 00:00:00
"NET Developer ( Visual Basic, C, SQL )",IT Executive Ltd,24500.04,Permanent,IT Jobs,2013-01-13 00:00:00,Milton Keynes,2012-11-14 00:00:00
"NET Developer ( C, NET, IIS )",IT Executive Ltd,35000.04,Permanent,IT Jobs,2012-10-25 15:00:00,UK,2012-07-27 15:00:00
Senior Desktop Support Linie **** Ingenieur Berlin,I.T. Skillfinder,35000.04,Permanent,IT Jobs,2012-08-15 15:00:00,UK,2012-05-17 15:00:00
NET / Web Applications Developer,IT Executive Ltd,18500.04,Permanent,IT Jobs,2013-02-20 12:00:00,Kettering,2012-11-22 12:00:00
"Web Applications Developer ( PHP, MySQL, MVC )",IT Executive Ltd,30000.0,Permanent,IT Jobs,2013-03-21 12:00:00,Brighton,2012-12-21 12:00:00
IT Support Assistant ( 1st/2nd line Support ),IT Executive Ltd,18500.04,Permanent,IT Jobs,2012-10-30 15:00:00,South East London,2012-08-01 15:00:00
C/NET/WPF/SQL Light/Junior Developer/****k,ITHR,37500.0,Permanent,IT Jobs,2013-04-14 12:00:00,London,2013-03-15 12:00:00
Advisor/Customer Service Representative  German Speaking,SEC Recruitment Limited,9516.0,Permanent,"PR, Advertising & Marketing Jobs",2012-06-28 15:00:00,UK,2012-03-30 15:00:00
head of Change Management  Banking,Deerfoot IT Resources Ltd,75000.0,Permanent,IT Jobs,2012-12-23 12:00:00,London,2012-10-24 12:00:00
"Citrix 3rd Line Support Engineer Service Desk, CCitrix , Xenapp****xendesktop 5 Wokingham ****k****k",J Com,37500.0,Permanent,IT Jobs,2013-09-01 12:00:00,UK,2013-06-03 12:00:00
PHP Developer ( Web Agency ),IT Executive Ltd,27500.04,Permanent,IT Jobs,2013-10-02 12:00:00,Northampton,2013-07-04 12:00:00
"C, ASPNET MVC Developer, Front Office Real Time Trading",Harrington Starr,57500.04,Permanent,IT Jobs,2013-02-27 15:00:00,East Sheen,2012-12-29 15:00:00
"C Developer/Programmer, WPF, WCF, RealTime Financial Trading",Harrington Starr,47499.96,Permanent,IT Jobs,2012-10-19 00:00:00,London,2012-07-21 00:00:00
DevOpsEngineer/Operations Engineer/Linux Systems Administrator,IMPACT 360,60000.0,Permanent,IT Jobs,2013-01-07 12:00:00,London,2012-10-09 12:00:00
Checkpoint Installations Engineer/BlueCoat/Field Engineer/Netwo,IMPACT 360,39999.96,Permanent,IT Jobs,2013-05-02 15:00:00,Berkshire,2013-02-01 15:00:00
"C, MVC Developer, nHibernate, LINQ, SQL, Global Payments",Harrington Starr,39999.96,Permanent,IT Jobs,2013-05-13 15:00:00,UK,2013-03-14 15:00:00
Support Infrastructure Engineer  1st/2nd line Support,IMPACT 360,30000.0,Permanent,IT Jobs,2013-09-20 12:00:00,Oxford,2013-06-22 12:00:00
Technical Support Manager  Manager  Technical Support,IMPACT 360,54999.96,Permanent,IT Jobs,2012-03-17 15:00:00,Reading,2012-02-16 15:00:00
SQL Specialist,Harvey Nash plc,23000.04,Permanent,IT Jobs,2012-07-07 15:00:00,Leeds,2012-05-08 15:00:00
SEO Executive / Specialist,IT Executive Ltd,27500.04,Permanent,IT Jobs,2012-08-31 15:00:00,Brighton,2012-08-01 15:00:00
Automated QA Testing Specialist,Aston Carter,37500.0,Permanent,IT Jobs,2013-12-25 12:00:00,London,2013-10-26 12:00:00
Sharepoint Developer  Epsom,JM,32499.96,Permanent,IT Jobs,2012-06-05 15:00:00,Epsom,2012-04-06 15:00:00
ITIL Service Manager (Release),Hotfoot Resourcing.,50000.04,Permanent,IT Jobs,2013-04-16 12:00:00,Leeds,2013-03-17 12:00:00
Business Analyst  Surrey,JM,44000.04,Permanent,IT Jobs,2013-03-10 12:00:00,Epsom,2013-01-09 12:00:00
Wintel Architect  Hertfordshire,SPS Resourcing,52500.0,Permanent,IT Jobs,2013-11-27 15:00:00,UK,2013-09-28 15:00:00
QA Automation  Perl,Intelligent Recruitment,81000.0,Fixed Term Contract,IT Jobs,2012-09-28 00:00:00,Buckinghamshire,2012-09-14 00:00:00
"Javascript Developer  Nodejs, MooTools, Backbonejs ****",GHA Recruitment,57500.04,Permanent,IT Jobs,2013-05-30 12:00:00,East Sheen,2013-03-01 12:00:00
"PreSales Consultant, Buy Side Financial Technology, Business I",Harrington Starr,54999.96,Permanent,Sales Jobs,2012-08-29 00:00:00,London,2012-06-30 00:00:00
Java Web Developer  JSP / JQuery / HTML / Struts,Applause IT Innovation,35000.04,Permanent,IT Jobs,2013-09-23 15:00:00,UK,2013-08-24 15:00:00
C/Net NUnit/TDD Developer,North Point Recruitment,48999.96,Permanent,IT Jobs,2012-09-26 15:00:00,UK,2012-07-28 15:00:00
Senior C / ASPNet MVC Web Developer  Fast Paced Environment,Senitor Associates,42500.04,Permanent,IT Jobs,2013-07-26 15:00:00,Leamington Spa,2013-06-26 15:00:00
"QA/Test Analyst, Low Latency Financial Trading, Guildford",Harrington Starr,30000.0,Permanent,IT Jobs,2013-09-21 12:00:00,Guildford,2013-08-22 12:00:00
C++ Developer  London,Prosper Consulting,42500.04,Permanent,IT Jobs,2013-08-11 12:00:00,East Sheen,2013-06-12 12:00:00
"IT Support Engineer 1st Line, Call Logging, Networking, Linux,Unix,VOIP,Lan,Wan",J Com,21000.0,Permanent,IT Jobs,2013-01-18 15:00:00,Berkshire,2012-10-20 15:00:00
Systems Analyst Software ****k Warrington,Ascent People Ltd,39999.96,Permanent,IT Jobs,2012-07-11 00:00:00,Warrington,2012-04-12 00:00:00
C NET Developer / Manchester / North West,AMsource Technology,30000.0,Permanent,IT Jobs,2012-09-24 12:00:00,UK,2012-07-26 12:00:00
Java Team Lead / York / North Yorkshire,AMsource Technology,43500.0,Permanent,IT Jobs,2013-06-27 00:00:00,York,2013-04-28 00:00:00
ISEB/ISTQB Software Automation Tester,Next Move IT,35000.04,Permanent,IT Jobs,2012-07-19 00:00:00,UK,2012-05-20 00:00:00
Life Reporting Accountant,Insight Recruitment Solutions Ltd,60000.0,Permanent,Accounting & Finance Jobs,2013-09-20 15:00:00,London,2013-08-21 15:00:00
Team PA  Asset Management,MAINE TUCKER RECRUITMENT,35000.04,Permanent,IT Jobs,2012-11-02 12:00:00,London,2012-08-04 12:00:00
Account Manager – IT Sales – Swansea – ****k  OTE ****/****k,Penguin Recruitment Ltd,22500.0,non-specified,IT Jobs,2013-03-19 12:00:00,Swansea,2013-01-18 12:00:00
Product Sales Specialist – B2B Sales – Telecoms – Wigan,Penguin Recruitment Ltd,17499.96,non-specified,Sales Jobs,2012-07-13 15:00:00,Wigan,2012-06-29 15:00:00
Associate Geotechnical Consultant,Penguin Recruitment Ltd,47499.96,non-specified,Engineering Jobs,2012-02-01 12:00:00,Glasgow,2012-01-02 12:00:00
Assistant Transport Planner – BIRMINGHAM  ****BENEFITS,Penguin Recruitment Ltd,18000.0,non-specified,Engineering Jobs,2012-04-09 15:00:00,Birmingham,2012-03-10 15:00:00
KS2 Teachers required  Manchester,ITN Mark Education   Manchester,17000.04,non-specified,Teaching Jobs,2013-11-25 15:00:00,Manchester,2013-10-26 15:00:00
Sales Administration – IT Company – Potters Bar – Up to ****k,Penguin Recruitment Ltd,20499.96,non-specified,IT Jobs,2012-03-14 12:00:00,Potters Bar,2012-02-13 12:00:00
Outbound Appointment Maker (Telemarketing),Lloyd Recruitment   Epsom,24999.96,non-specified,"PR, Advertising & Marketing Jobs",2012-03-17 00:00:00,Thames Ditton,2012-02-16 00:00:00
Registered Mental Nurse (Nights)  Caerphilly,Time Recruitment Solutions Ltd,22899.96,non-specified,Healthcare & Nursing Jobs,2013-08-30 15:00:00,Caerphilly,2013-08-16 15:00:00
Design Engineer (Software/Firmware),JAM Recruitment,32499.96,non-specified,Engineering Jobs,2012-08-21 12:00:00,Portsmouth,2012-08-07 12:00:00
Water Hygiene Business Development Manager  West Yorkshire,Future Select,30000.0,Permanent,Sales Jobs,2012-09-29 15:00:00,Devon,2012-07-01 15:00:00
Conference Events Sales Executive,CV Wow.com,18000.0,non-specified,Sales Jobs,2013-06-07 12:00:00,Hemel Hempstead,2013-05-08 12:00:00
ETail / ECommerce Account Manager,Elevation Sales Marketing,32499.96,non-specified,Sales Jobs,2013-10-27 15:00:00,Wakefield,2013-08-28 15:00:00
Cdp Pastry  ****AA  Central London  ****k,H C Solutions,24500.04,non-specified,Hospitality & Catering Jobs,2012-03-06 15:00:00,London,2012-02-05 15:00:00
New Vacancy  English Teacher in Coventry,Aspire People,31200.0,non-specified,Teaching Jobs,2013-01-02 15:00:00,Coventry,2012-11-03 15:00:00
CNC/Manual Programmer Setter Operator,non-specified,18240.0,non-specified,Engineering Jobs,2013-06-24 00:00:00,Derby,2013-05-25 00:00:00
Assistant Department Manager Greggs,Moto Hospitality,17000.04,non-specified,Hospitality & Catering Jobs,2013-07-12 00:00:00,Wetherby,2013-06-12 00:00:00
Restaurant and Bar Team Part Time,The Roman Way and Premier Inn,11616.0,non-specified,Hospitality & Catering Jobs,2012-08-31 15:00:00,UK,2012-08-01 15:00:00
Capital Reporting Accountant,Reed Specialist Recruitment,45000.0,Permanent,IT Jobs,2013-05-24 15:00:00,London,2013-03-25 15:00:00
Business Analyst  Application Support  TV Sales and Distribution,Pro Contact  Ltd,47499.96,Permanent,Sales Jobs,2012-10-03 15:00:00,London,2012-07-05 15:00:00
Oracle SCM Consultant/Oracle Supply Chain Consultant,Anibok,69999.96,Permanent,IT Jobs,2013-10-15 12:00:00,Little Chesterford,2013-08-16 12:00:00
Support Engineer/Server Technician (Windows Server ****/****),iSource IT,32000.04,Permanent,IT Jobs,2013-03-05 12:00:00,Yorkshire and Humberside,2012-12-05 12:00:00
C/ASPNET Developer x2 London Winforms/SQL Server 2005/****,Networkers International Plc,47499.96,Permanent,IT Jobs,2012-08-11 00:00:00,London,2012-07-12 00:00:00
"Developer (EDI, XML, Web services)",IT Works Recruitment Ltd,37500.0,Permanent,IT Jobs,2013-03-31 15:00:00,Dorset,2013-01-30 15:00:00
Senior BI Engineer,Talent International,60000.0,Permanent,IT Jobs,2013-01-03 12:00:00,London,2012-12-04 12:00:00
Business Development and Account Management,Empiric Solutions,47499.96,Permanent,IT Jobs,2013-02-07 00:00:00,Central London,2013-01-08 00:00:00
Business Intelligence Developer  West Midlands,Certes Computing Ltd ,35000.04,Permanent,IT Jobs,2012-11-13 12:00:00,West Midlands,2012-09-14 12:00:00
Digital Asset Management Specialist  Oxford  ****K,Pertemps IT,80000.04,Permanent,IT Jobs,2014-03-02 00:00:00,Coscote,2013-12-02 00:00:00
Senior User Interface Engineer,Talent International,50000.04,Permanent,IT Jobs,2012-09-15 12:00:00,London,2012-07-17 12:00:00
Oracle Production DBA,Jenrick CPI,45000.0,Permanent,"PR, Advertising & Marketing Jobs",2012-03-17 15:00:00,London,2012-02-16 15:00:00
Senior Developer  C ASPNET  Reading  up to ****k,Parker White Consulting Ltd,42500.04,Permanent,IT Jobs,2013-12-30 15:00:00,Calcot,2013-10-31 15:00:00
"Application Integration Architect  Java, J****EE, Strategy, TOGAF",Streamline Connections,69999.96,Permanent,IT Jobs,2013-03-22 00:00:00,Calcot,2013-02-20 00:00:00
Oracle Project Lead Oracle ****g/Oracle ****g/Team Lead/Project Lead,Networkers International Plc,45000.0,Permanent,"PR, Advertising & Marketing Jobs",2013-06-15 00:00:00,Berkshire,2013-05-16 00:00:00
"ASPNET Developer, Engineer, C, SQL Server, HTML, Javascript, CSS, We",Parker White Consulting Ltd,27000.0,Permanent,IT Jobs,2012-05-20 12:00:00,West Town,2012-03-21 12:00:00
Front End Engineer ColdFusion HTML CSS,Client Server,45000.0,Permanent,IT Jobs,2012-10-22 15:00:00,London,2012-09-22 15:00:00
Web and Systems Engineer  SC Cleared,Parity Resourcing Solutions,84000.0,Fixed Term Contract,IT Jobs,2012-08-21 00:00:00,London,2012-08-07 00:00:00
LoadRunner Tester,Ceres Technology Limited,42000.0,Fixed Term Contract,IT Jobs,2012-06-10 12:00:00,West Midlands,2012-04-11 12:00:00
"1st/2nd Line Support  Windos XP/7, Office, AD, Server",Senitor Associates,21120.0,Fixed Term Contract,IT Jobs,2012-09-06 00:00:00,Yorkshire and Humberside,2012-08-07 00:00:00
Senior Front End Developer  JavaScript/HTML5/CSS3,C.O.A.L IT Services Ltd,52500.0,Permanent,IT Jobs,2013-07-22 15:00:00,London,2013-06-22 15:00:00
RPG Developer with payments,Outsource UK,69000.0,Fixed Term Contract,IT Jobs,2012-06-02 15:00:00,Woodthorpe,2012-05-19 15:00:00
SC Cleared Project Coordinator,Thrupoint,36000.0,Fixed Term Contract,"PR, Advertising & Marketing Jobs",2012-04-15 15:00:00,Cliddesden,2012-02-15 15:00:00
"****x Oracle Applications DBA (****i, ****g, RAC, Grid, OEM, AS, RMAN, Data Gu",Axica Recruitment,45000.0,Permanent,IT Jobs,2013-07-16 12:00:00,London,2013-05-17 12:00:00
"Service Desk Analyst ITIL,ISP, TELECOM ****k",J Com Resources,21000.0,Permanent,IT Jobs,2014-03-01 12:00:00,London,2013-12-01 12:00:00
Customer Insight Data Analyst,Hays IT,35000.04,Permanent,IT Jobs,2012-03-08 00:00:00,Central London,2012-01-08 00:00:00
Digital Account Manager; AdWords; Advertising; Chester ****k,Langley James Ltd,22500.0,Permanent,IT Jobs,2013-08-16 00:00:00,Handbridge,2013-06-17 00:00:00
Fibre Engineer,Morson International ,43200.0,Fixed Term Contract,IT Jobs,2013-07-14 12:00:00,Horsforth,2013-06-14 12:00:00
IFS Data Analyst IFS Manufacturing App ****,IT Works Recruitment Ltd,84000.0,Fixed Term Contract,IT Jobs,2013-11-05 15:00:00,Yorkshire and Humberside,2013-09-06 15:00:00
Unified Communications Consultant Nationwide,Woodrow Mercer Associates LLP,60000.0,Permanent,IT Jobs,2014-01-13 15:00:00,London,2013-12-14 15:00:00
C++ Embedded Engineer,Vivid Resourcing Ltd,74880.0,Fixed Term Contract,IT Jobs,2012-03-08 15:00:00,Little Chesterford,2012-02-23 15:00:00
Business Analyst/Project Manager  Regulatory Reporting,Optimum IT,39999.96,Permanent,"PR, Advertising & Marketing Jobs",2013-10-07 00:00:00,Glasgow East Investment Park,2013-09-07 00:00:00
Network Deployment Engineer,Level ,30999.96,Permanent,IT Jobs,2012-06-14 00:00:00,Central London,2012-04-15 00:00:00
VBNET developer  Surrey,Highams Recruitment,35000.04,Permanent,IT Jobs,2012-08-10 00:00:00,Surrey,2012-05-12 00:00:00
Applications Team Leader/Senior Applications Analyst  Law Firm  Lond,Alps It Ltd,72000.0,Fixed Term Contract,IT Jobs,2013-12-16 12:00:00,London,2013-12-02 12:00:00
Oracle OBIEE Developer,Search Manchester IT,42500.04,Permanent,IT Jobs,2014-01-29 12:00:00,Manchester Science Park,2013-10-31 12:00:00
"Experienced SEO Specialist, Web Application Developer Website Develope",IT System Ltd,24999.96,non-specified,IT Jobs,2012-06-09 00:00:00,Two Mile Ash,2012-05-10 00:00:00
FrontEnd Developer/JavaScript/HTML5/Coldfusion,HW Search & Selection,78000.0,Fixed Term Contract,IT Jobs,2013-10-13 15:00:00,London,2013-09-13 15:00:00
System Planning/Project Manager  Cambridge  ****,Jiyu Consulting,33999.96,Permanent,"PR, Advertising & Marketing Jobs",2012-04-02 00:00:00,Little Chesterford,2012-02-02 00:00:00
Pensions Support/Test Analysts  Kent,Highams Recruitment,29000.04,Permanent,IT Jobs,2013-04-03 00:00:00,Kent,2013-02-02 00:00:00
Technical Solutions Architect  Coventry,Optimum IT,57500.04,Permanent,IT Jobs,2013-03-25 15:00:00,West Midlands,2013-02-23 15:00:00
IT Wintel Technician  Infrastructure Support Engineer  Netware  Sou,Square One Resources,32499.96,Permanent,IT Jobs,2013-03-05 00:00:00,Yorkshire and Humberside,2012-12-05 00:00:00
Java Developer  Java/J****EE/Hibernate/Spring/Struts/Agile/OO/Object Ori,Networkers International Plc,69999.96,Permanent,IT Jobs,2012-10-21 12:00:00,London,2012-07-23 12:00:00
Cisco Voice Support Engineer (CCNA Voice/CCVP)  French Speaking,Palm  Ltd,37500.0,Permanent,IT Jobs,2013-08-10 00:00:00,Surrey,2013-05-12 00:00:00
Customer Insight Consultant  Customer insight/Loyalty/marketing funct,Networkers International Plc,75000.0,Permanent,"PR, Advertising & Marketing Jobs",2013-09-21 00:00:00,London,2013-07-23 00:00:00
